Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2015-01-13,5.583069801330566,1.39629328250885,9.641846656799316,3.4607584476470947,5.595462898949144,1.414042727962009,9.759072645533823,3.4736836468990226,5.539693615068237,1.384460243641263,9.641846656799316,3.4381390253840247,5.564479810305391,1.414042727962009,9.749303580231945,3.4736836468990226,11172468,10576080,11532920,5108824
2015-01-14,5.4839253425598145,1.3667105436325073,9.48554515838623,3.528615951538086,5.552087387749623,1.3844599857797577,9.66138460396403,3.528615951538086,5.446746734378257,1.3607940253006903,9.456238894666374,3.486608089766901,5.545891182784263,1.3785434674479407,9.632077408614846,3.502765125613329,14828212,3960352,16884856,6492780
2015-01-15,5.595463752746582,1.3548773527145386,9.11432933807373,3.4930710792541504,5.607856163061467,1.3844598281574245,9.241324393453233,3.5286161284690545,5.5644806593751985,1.3548773527145386,9.09479213889269,3.486608264591522,5.589266858394416,1.3785433104992098,9.241324393453233,3.5027653012480924,11922038,5688752,27827766,4026862
2015-01-16,5.576873302459717,1.3844598531723022,9.085022926330566,3.586780309677124,5.589266400955044,1.3844598531723022,9.192479849159113,3.586780309677124,5.52110470382808,1.3548773771949103,9.055716662219025,3.5092280359614647,5.56448020396439,1.3607938949600267,9.143635454553651,3.512459443616433,7694195,3483080,13659410,6481629
2015-01-19,5.576873302459717,1.3844598531723022,8.79195785522461,3.677257537841797,5.614052597945697,1.4081258113845778,8.99710357577836,3.6966455533263103,5.576873302459717,1.3667104127251433,8.79195785522461,3.644944322510813,5.589266400955044,1.3785433354071859,8.99710357577836,3.6481757303298346,10988209,5657808,27999734,5301177
2015-01-20,5.688410758972168,1.3726270198822021,9.426932334899902,3.599705219268799,5.725590056152594,1.3962929796357164,9.436701400674947,3.6804886832665518,5.59546354981315,1.3726270198822021,9.212018477625252,3.5964742431097396,5.638839051926298,1.3903764614852885,9.241324743320998,3.6804886832665518,19872792,3451432,31238627,4991329
2015-01-21,5.756572246551514,1.3844598531723022,9.231555938720703,3.599705219268799,5.768965689751178,1.396292888702535,9.456239799756435,3.615862257212017,5.682214344132222,1.3844598531723022,9.202249672195839,3.583548828469957,5.768965689751178,1.3903763709374186,9.436701667653582,3.612630849623373,19748630,2163240,21899978,6119330
2015-01-22,5.886699676513672,1.4022095203399658,9.299938201904297,3.606167793273926,5.911485873274694,1.4081259257373586,9.397626064719963,3.619093422764064,5.756572143518305,1.3903764838487815,9.045948081650662,3.5900111878408083,5.787555578664243,1.4081259257373586,9.153405010236714,3.606167793273926,21406068,3161584,42302190,5849263
2015-01-23,5.737982749938965,1.4377084970474243,9.143634796142578,3.54154109954834,5.861913387189814,1.4377084970474243,9.29993703395098,3.5803171245434573,5.719393447259064,1.4140425353835395,9.143634796142578,3.5350782849059708,5.83093064172777,1.4199590540115625,9.251092642862684,3.557697704724714,19099712,9754216,18979708,6110244
2015-01-26,5.824734210968018,1.4436249732971191,9.48554515838623,3.5059971809387207,5.8309307601863125,1.4554580102058001,9.514851422106089,3.5221537883425036,5.719393563451667,1.4317920492366414,9.24132412025232,3.486608734338651,5.7441790711301834,1.4554580102058001,9.260861318855785,3.5059971809387207,18176159,4752384,25136038,15637384
2015-01-27,5.824734210968018,1.4377084970474243,9.358550071716309,3.5544660091400146,5.8309307601863125,1.4613745715595157,9.446469794175977,3.5673916373764976,5.719393563451667,1.4377084970474243,9.309705677946567,3.525384424181712,5.781358711037284,1.443625015675447,9.436700729096163,3.5350779982148035,14574389,7770840,19883916,6515992
2015-01-28,5.682214260101318,1.4436249732971191,9.212018966674805,3.5512359142303467,5.7751624982442165,1.4613745286601405,9.348782168268388,3.6029369299950282,5.67601736629446,1.4377084548427785,9.212018966674805,3.5512359142303467,5.762769399825164,1.4495414917514595,9.319475901016824,3.586780537836849,11479882,5726256,12518146,7150626
2015-01-29,5.533498287200928,1.4199589490890503,9.2706298828125,3.489839792251587,5.638839289044467,1.4436249090042281,9.29993707657737,3.522153435249343,5.52730208200765,1.4140424308982062,9.19247922936473,3.489839792251587,5.638839289044467,1.437708390813384,9.26086081822421,3.5156906203638787,16100055,3061848,10718790,7394947
2015-01-30,5.552087306976318,1.4081261157989502,9.16317367553711,3.4349076747894287,5.6016597027568045,1.42587567293147,9.27063059942683,3.47045229689505,5.47153216383303,1.396293190558818,9.143635544850243,3.4284448593412784,5.508711460668394,1.4199591538872969,9.251093400369312,3.467220889170975,18955341,3000096,13800081,8867495
2015-02-02,5.688410758972168,1.4081261157989502,9.036178588867188,3.580317258834839,5.688410758972168,1.42587567293147,9.065484853164053,3.609399278671992,5.589266655685731,1.4022097096029915,8.97756512864411,3.554466430725292,5.607855959678594,1.4140426348431234,9.00687232457032,3.564160653052459,12683784,2596456,15285719,7671685
2015-02-03,5.42815637588501,1.3903765678405762,8.684500694274902,3.5544660091400146,5.657428005085118,1.3962930864435816,8.899414543069309,3.6093988505712837,5.359994679878489,1.3785435306345655,8.674731628885334,3.548003626451287,5.651231800536641,1.3903765678405762,8.889646409309092,3.5867796483017087,18809434,3186688,24496617,5190920
2015-02-04,5.229868412017822,1.3548773527145386,8.78218936920166,3.548004150390625,5.39097836292491,1.372626905689183,8.879878168914534,3.5641607566425866,5.229868412017822,1.3489608350563238,8.743114035642398,3.5286163523171443,5.335209759078427,1.3667103880309683,8.762652168236748,3.5544665340336628,21657136,3144608,24641925,2983232
2015-02-05,5.291833400726318,1.3607937097549438,8.79195785522461,3.5383100509643555,5.329012698529875,1.3844596647462644,8.860339451532735,3.560929473076405,5.192688951180855,1.3489606758351962,8.606350265975683,3.5253850675135205,5.30422649999417,1.3726267436746915,8.8505713175097,3.5350786433155497,14291463,8111880,14483677,3696672
2015-02-06,5.211277961730957,1.3430447578430176,8.55750560760498,3.5544660091400146,5.329012398138985,1.3667107214003125,8.704037861391836,3.5706230444356186,5.20508175704366,1.3430447578430176,8.518430277819864,3.525384424181712,5.298029996313155,1.3667107214003125,8.674731596960335,3.5706230444356186,17266715,2995880,12905406,4858035
2015-02-09,5.174099445343018,1.325294852256775,8.51842975616455,3.5544660091400146,5.205081847708516,1.3312113698033157,8.586811346193588,3.5738544514947392,5.062562245471479,1.3075454124653383,8.430510036624764,3.4672201756913217,5.11213395141734,1.319378334710234,8.586811346193588,3.4704515827504427,15452618,2165408,12955269,4701907
2015-02-10,5.0253825187683105,1.325294852256775,8.733344078063965,3.373511552810669,5.2236707039607415,1.348960809594752,8.752882208664351,3.4736832373489728,4.994399774458674,1.319378334710234,8.50866116593558,3.373511552810669,5.192688304248416,1.348960809594752,8.733344078063965,3.460758039620936,19663845,2158952,17082907,8626667
2015-02-11,5.0253825187683105,1.3430447578430176,8.772418975830078,3.3670494556427,5.155509011076851,1.354877683197557,8.870107760764784,3.39613126085824,5.01918528071176,1.3252952005388847,8.743112713001386,3.363818048078844,5.112133513640671,1.3312117196402622,8.83103243311676,3.379974654468542,13569897,2398416,19580203,3864049
2015-02-12,5.298029899597168,1.3548773527145386,9.065485000610352,3.4639892578125,5.298029899597168,1.3667103880309683,9.065485000610352,3.4639892578125,5.155509268652334,1.3548773527145386,8.811495819857576,3.418750415455263,5.180295465338392,1.3607938703727533,8.811495819857576,3.4284446380016314,15681419,2131448,30068856,6512674
2015-02-13,5.279439449310303,1.3607937097549438,8.889646530151367,3.4413702487945557,5.298029439808848,1.3726267436746915,9.006872521531662,3.4801464964797613,5.2112774143390705,1.35487719279507,8.879877464629,3.4413702487945557,5.279439449310303,1.3607937097549438,8.997103456009297,3.4639896726822226,13516817,1482800,11526707,4632572
2015-02-16,5.310423374176025,1.3785433769226074,9.085022926330566,3.4542953968048096,5.347601982644505,1.3844598948659024,9.114329190442108,3.4736834100756937,5.304226479968141,1.3667104538842112,8.928721608896556,3.4187503462835505,5.322816473397088,1.3785433769226074,8.948258807761137,3.4187503462835505,7598368,3704008,17194650,2651530
2015-02-17,5.198885917663574,1.3548773527145386,9.055716514587402,3.3864376544952393,5.298030368586896,1.3785433104992098,9.260861291653146,3.43813909976587,5.192689023346172,1.3489608350563238,9.016640254236606,3.3864376544952393,5.273244169706725,1.3785433104992098,9.016640254236606,3.3864376544952393,11955754,2594528,33068883,4914616
2015-02-18,5.291833400726318,1.3785433769226074,9.11432933807373,3.4542953968048096,5.316619599262022,1.3785433769226074,9.1924799980566,3.4736834100756937,5.192688951180855,1.3548774179976215,9.104560272668532,3.4510639893547346,5.1988858454121365,1.3548774179976215,9.1924799980566,3.4510639893547346,9323204,4000040,17147315,5925724
2015-02-19,5.347602367401123,1.3667105436325073,9.2706298828125,3.4542953968048096,5.366192362167608,1.3726270619643244,9.2706298828125,3.4833774167111353,5.2980306561449275,1.348960988637056,9.202248293953021,3.4478325819046596,5.366192362167608,1.3607940253006903,9.26086081822421,3.4833774167111353,8571241,3498296,9439702,3669757
2015-02-20,5.254654407501221,1.3607937097549438,9.036178588867188,3.4446017742156982,5.322816103887934,1.3667102267148177,9.163173642992733,3.4446017742156982,5.236064070765459,1.35487719279507,9.036178588867188,3.4122887726626447,5.310423005527199,1.3667102267148177,9.163173642992733,3.4349079816071924,9563029,1682432,12285156,1852522
2015-02-23,5.316619873046875,1.39629328250885,9.231555938720703,3.4866087436676025,5.3228167675972715,1.39629328250885,9.231555938720703,3.4866087436676025,5.242261618207961,1.3667107981881041,9.075254608415541,3.4446015211624097,5.242261618207961,1.372627317621898,9.085023674466967,3.4478329289377343,6493194,3495200,11606719,3669218
2015-02-24,5.347602367401123,1.4140422344207764,9.387856483459473,3.522153854370117,5.366192362167608,1.4140422344207764,9.407394613927394,3.522153854370117,5.304226861603918,1.3903762777939206,9.24132423146741,3.4769150076477744,5.35379926205487,1.4022093125314397,9.280399560773915,3.5027658388362015,11179600,3982576,15225800,4135530
2015-02-25,5.341405868530273,1.39629328250885,9.085022926330566,3.5512359142303467,5.421960670240689,1.425875766829596,9.368319297087044,3.554466890661248,5.298030365115753,1.39629328250885,9.065484795836646,3.5253852984906002,5.409567570808724,1.4199592473958025,9.339013032975503,3.554466890661248,10703069,3203072,30688206,2586710
2015-02-26,5.260850429534912,1.39629328250885,8.79195785522461,3.483377456665039,5.384781072362322,1.4081262085282154,9.085023303391306,3.5415412814300398,5.260850429534912,1.3903767630750565,8.79195785522461,3.454295436425146,5.384781072362322,1.4022098019426437,9.075254237738895,3.5415412814300398,13032518,1560096,27351634,5365969
2015-02-27,5.081151485443115,1.4199589490890503,8.840802192687988,3.425213098526001,5.180295585288375,1.4199589490890503,8.889646588993763,3.4446011114422186,5.050169083465472,1.3962929891738725,8.733344334489408,3.3993624865426373,5.074954591530782,1.4081259127073622,8.743113400076437,3.434907320698889,27832129,7583376,18952562,5067664
2015-03-02,5.087347984313965,1.43179190158844,8.811495780944824,3.4607584476470947,5.155509686122729,1.4436248244286916,8.889646441081995,3.4769148388546056,5.074954884967397,1.4258753837442184,8.801726715520338,3.4381390253840247,5.149313481046803,1.43770830658447,8.889646441081995,3.467220831558261,11871994,1493848,12848653,3862698
2015-03-03,5.099740982055664,1.4140422344207764,8.74311351776123,3.476914644241333,5.118330975302494,1.4258752691582954,8.80172698044299,3.4963026577488177,5.043972380704575,1.4022093125314397,8.664962855271808,3.4510640314696155,5.087347882956011,1.4258752691582954,8.791957914724465,3.4575268464486344,15864929,1519696,18700670,3505089
2015-03-04,4.957220554351807,1.39629328250885,8.459816932678223,3.4413702487945557,5.068758090913145,1.4199592473958025,8.694268914585715,3.505997328269898,4.957220554351807,1.39629328250885,8.440279733333945,3.431676456516771,5.056364993006628,1.4081262085282154,8.674731715241437,3.496303104562487,11726661,2782928,13659464,3604055
2015-03-05,4.752735137939453,1.3726270198822021,8.352360725402832,3.4025943279266357,4.796110980702165,1.3844599433348606,8.479355792763277,3.438139166616549,4.721752737706263,1.3667105017317742,8.03975712435041,3.37028111275465,4.721752737706263,1.3726270198822021,8.078833389657726,3.3832063125375216,53503513,1985720,24096130,4030341
2015-03-06,4.653591632843018,1.4081261157989502,8.264439582824707,3.425213098526001,4.814700892566896,1.4199591538872969,8.537966871939746,3.5156905640399425,4.622608539492586,1.396293190558818,8.205826126485414,3.3993624865426373,4.802307793065669,1.4081261157989502,8.450047153245448,3.496302551123725,63431551,2666856,20273501,5431258
2015-03-09,4.715555667877197,1.4081261157989502,8.323053359985352,3.412287950515747,4.721752561208979,1.4140426348431234,8.401204017030624,3.4349071540104887,4.6350008789262995,1.396293190558818,8.313284294947362,3.3928999385403866,4.672180171333162,1.396293190558818,8.362128688507987,3.4349071540104887,76253780,1277216,8385640,2949618
2015-03-10,4.455302715301514,1.4022095203399658,8.059294700622559,3.315347909927368,4.573037169280506,1.4022095203399658,8.254671355523897,3.360586751553072,4.4491065096894795,1.3785434473575973,8.029988435294703,3.3088850950009627,4.554447174054858,1.3785434473575973,8.11790816290765,3.3541239366266664,37373614,1411768,24481592,4550686
2015-03-11,4.591625690460205,1.3903765678405762,8.156983375549316,3.325042486190796,4.610214993313592,1.402209605046587,8.196058705962693,3.325042486190796,4.4429088554518135,1.3844600492375707,7.971374857363754,3.199020170291134,4.548250191005865,1.402209605046587,8.156983375549316,3.315348262769462,37807105,890328,12923650,4258695
2015-03-12,4.610215187072754,1.4022095203399658,8.176520347595215,3.3121166229248047,4.647394483536764,1.4022095203399658,8.23513380740023,3.3347360445603176,4.560643480982092,1.3844599656031893,8.039756229136406,3.234564998135248,4.647394483536764,1.4022095203399658,8.215595676922112,3.325042253247717,26880445,859232,13836727,5618634
2015-03-13,4.591625690460205,1.3903765678405762,7.942068576812744,3.253953218460083,4.653591181962589,1.4081260108013862,8.06906363331334,3.2959606595980633,4.535857092705388,1.3903765678405762,7.942068576812744,3.244259210175535,4.560643289306341,1.3962930864435816,8.01045017199408,3.2894978435984847,44706991,1486600,11536029,7435071
2015-03-16,4.715555667877197,1.4377084970474243,8.22536563873291,3.3218109607696533,4.7341449694833235,1.44954153430347,8.254671906015156,3.3702809975861308,4.665983278001381,1.4081260167555167,8.127676838952837,3.289497530987069,4.678376375470335,1.4140425353835395,8.127676838952837,3.292728938679767,28666228,5008224,20072728,3800594
2015-03-17,4.814700603485107,1.43179190158844,8.498891830444336,3.4575271606445312,4.889059196027874,1.4495413422729133,8.528198093783887,3.4575271606445312,4.796111299946756,1.4258753837442184,8.332821452138022,3.379974883852398,4.8208974974610115,1.43179190158844,8.342590517127643,3.379974883852398,38785912,3156176,14947148,8291164
2015-03-18,4.752735137939453,1.4199589490890503,8.430510520935059,3.4316763877868652,4.814700283003153,1.4317919854707384,8.489123049575856,3.454295811221508,4.734145146443831,1.4022095073647165,8.332821731027938,3.418750756435859,4.7713244402404404,1.4022095073647165,8.381666125981498,3.454295811221508,22507891,1304816,11280364,5442990
2015-03-19,4.994400501251221,1.4258753061294556,8.674732208251953,3.560929536819458,4.994400501251221,1.4377082283256049,8.76265193937134,3.590011559034911,4.907648804560002,1.4199587886072882,8.586812477132566,3.554466721406157,4.975810507362883,1.4199587886072882,8.625887809671248,3.5738551676460593,22906465,2207648,13734896,8241268
2015-03-20,5.050169467926025,1.4554575681686401,8.733344078063965,3.6675639152526855,5.068758772688847,1.473207005292775,8.772419407635395,3.683720523664599,4.982007420272013,1.425875097729636,8.694268748492535,3.641713514365478,5.0067929302242,1.4317916143870706,8.772419407635395,3.6481758988724624,22850423,6607256,10107723,13881686
2015-03-23,5.112133026123047,1.4732071161270142,8.801726341247559,3.7483465671539307,5.136919219207026,1.4850401503321218,8.860338868043398,3.7515779744139586,5.050168232607657,1.4613741947700842,8.782188211229402,3.725727147763275,5.124526122665036,1.479123633229568,8.811495406256636,3.7483465671539307,20903048,4272464,8893489,5082350
2015-03-24,4.9386305809021,1.449541449546814,8.528199195861816,3.803279161453247,5.006792275039161,1.473207409826918,8.606350794248813,3.8065105690502388,4.882861984716744,1.449541449546814,8.508661994987143,3.670794901413276,4.957220572426976,1.467290891544842,8.528199195861816,3.6772572851776735,30917706,3571216,9406405,9418969
2015-03-25,4.963417053222656,1.4850404262542725,8.508661270141602,3.8129732608795166,5.037775989671323,1.490956944456122,8.6356563257114,3.913144735997387,4.9138453478497786,1.4495414298913747,8.508661270141602,3.7806600488142315,4.982007045782826,1.4613744662950734,8.586811930241577,3.7806600488142315,22794029,7085664,12150312,11808832
2015-03-26,4.920041084289551,1.467290997505188,8.274209022521973,3.790353775024414,4.920041084289551,1.4791240349238621,8.283977155996869,3.8355926162856178,4.814700100457072,1.461374591644059,8.186289299842636,3.7483467726299415,4.845683188710195,1.473207516214525,8.274209022521973,3.800047997335914,19886471,1306832,9868237,3198671
2015-03-27,4.858076095581055,1.4613744020462036,8.430510520935059,3.83882474899292,4.907647794290964,1.4791238430232045,8.479354915888619,3.893757391514497,4.845682998604932,1.455457884104472,8.17652041248002,3.75804127351957,4.851879202495702,1.4672908071397415,8.196058543113184,3.75804127351957,21934078,1577304,17259273,12496673
2015-03-30,4.973191261291504,1.4613744020462036,8.694268226623535,3.997159957885742,5.02368070508628,1.4791238430232045,8.704037291337345,4.010085157566764,4.935324880389641,1.4613744020462036,8.557505047147343,3.958383927413065,4.966880431789266,1.4672908071397415,8.616117572171628,3.9745405348717453,32980043,2299560,13329982,6815851
2015-03-31,4.973191261291504,1.4613744020462036,8.694268226623535,3.997159957885742,4.973191261291504,1.4613744020462036,8.694268226623535,3.997159957885742,4.973191261291504,1.4613744020462036,8.694268226623535,3.997159957885742,4.973191261291504,1.4613744020462036,8.694268226623535,3.997159957885742,22338112,987536,14887593,4808237
2015-04-01,4.853280067443848,1.467290997505188,8.625886917114258,3.900219202041626,4.897458335618059,1.473207516214525,8.674731310640828,3.9389952300463693,4.821723810632977,1.455458072934722,8.450047473070336,3.8743688043248516,4.88483597328257,1.461374591644059,8.537967195092298,3.9357642539039595,17371385,1429272,17122861,3895171
2015-04-02,4.878524303436279,1.4850404262542725,8.723576545715332,3.8517494201660156,4.9037683218181725,1.490956944456122,8.821264410562927,3.913144870341513,4.859590061247553,1.4672908716487243,8.616118683264746,3.848518012562634,4.878524303436279,1.4672908716487243,8.616118683264746,3.8840630647702485,12172330,5640040,28058718,3515407
2015-04-03,5.029991626739502,1.4732071161270142,8.909184455871582,3.964846611022949,5.029991626739502,1.4850401503321218,8.948259789517225,3.9745408350881752,4.859590452754551,1.4672905990244605,8.733344988651469,3.867906958948542,4.872213164906607,1.4732071161270142,8.743114054970238,3.8776007515841258,14074167,1779888,17171754,2813335
2015-04-06,5.1372809410095215,1.502790093421936,8.79195785522461,3.997159957885742,5.1435924716431005,1.502790093421936,8.860339451532735,3.997159957885742,5.0867918546894675,1.4732076108236767,8.655193730978985,3.9357645043990686,5.093102683378918,1.4791241299129716,8.801726920877021,3.951921111857749,6907785,2391984,20113434,1536535
2015-04-07,5.00474739074707,1.5501219034194946,8.625886917114258,3.938995599746704,5.086792383910517,1.5501219034194946,8.762651032662788,3.9454584154972663,4.985813498820612,1.5146229069961095,8.625886917114258,3.913145199603702,5.067858491984059,1.5146229069961095,8.71380663913622,3.9454584154972663,23245996,9909912,18521687,4733470
2015-04-08,5.061547756195068,1.6092865467071533,8.831032752990723,3.8969879150390625,5.061547756195068,1.6152029509196701,8.860339016880934,3.909913112866415,5.011058312716875,1.5678710401304738,8.733343964517575,3.88406271721171,5.042613863918638,1.5797040742518613,8.743113029690756,3.90668170555219,12888047,12922072,17643541,2892799
2015-04-09,5.099413871765137,1.6270363330841064,8.889646530151367,3.919607639312744,5.124658943163969,1.6447857752148345,8.938489994504467,3.919607639312744,5.036302772642458,1.6270363330841064,8.870108399106636,3.88729485439219,5.036302772642458,1.6329528514104161,8.899414664044368,3.8905262623131343,21554510,2163696,13407299,2985871
2015-04-10,4.998435974121094,1.6152029037475586,8.772418975830078,3.8969879150390625,5.061547778750071,1.62111942063546,8.840801497936091,3.916375496065317,4.985813613195298,1.5856204321562248,8.723575514992023,3.8485176681847815,5.048925417824275,1.603369982819929,8.801726170288068,3.8646747047559074,21240272,3087688,8391680,4121327
2015-04-13,4.8848347663879395,1.6329525709152222,8.850571632385254,3.913145065307617,4.973190578962023,1.6566185273071161,8.850571632385254,3.9325330804642986,4.8848347663879395,1.6329525709152222,8.743113769644472,3.871137627229873,4.973190578962023,1.6507020099970973,8.762651901644398,3.9260702649355355,20882623,2886432,13578941,3898594
2015-04-14,4.979502201080322,1.6033703088760376,8.821263313293457,3.9066824913024902,4.992124560529245,1.6211197503010366,8.850570507568706,3.9066824913024902,4.796478691015082,1.5797043493599736,8.694268266321922,3.816205225454252,4.809101050464005,1.5856207546028422,8.733343593726296,3.832361833845405,39776819,2630176,15135399,3400159
2015-04-15,4.846968173980713,1.6388691663742065,8.59658145904541,3.880831718444824,4.91639116165068,1.6625351238946042,8.723576521460659,3.9002193015120707,4.846968173980713,1.6033701736695165,8.59658145904541,3.854980888639173,4.903768800256141,1.6092866912616626,8.684501189304383,3.871137495481608,32911718,4852424,11444119,1860327
2015-04-16,4.891146183013916,1.644785761833191,8.684500694274902,4.019778728485107,4.929013265216771,1.6625353166677133,8.733344157964044,4.0423981502556146,4.884835353618877,1.6329528381250429,8.625887233566841,3.9228386576326395,4.897457714353163,1.650702280111365,8.645425364345979,3.9228386576326395,27531995,941000,17525045,5144727
2015-04-17,4.8848347663879395,1.6211196184158325,8.674732208251953,3.9939281940460205,4.929012672674982,1.6566186112260277,8.752882873329316,4.090868261585425,4.859589696982105,1.6211196184158325,8.66496314220993,3.9939281940460205,4.9227018440386,1.6507020936162973,8.733344741245268,4.074711224137548,19266796,1819240,6779397,4117365
2015-04-20,4.8280348777771,1.6211196184158325,8.79195785522461,3.9745407104492188,4.89745786393605,1.627036136025563,8.821264120552467,4.023010534966441,4.8280348777771,1.615203100806102,8.73334439293952,3.9680778946084043,4.87852467322845,1.6211196184158325,8.752882524244342,4.006853926794033,16959923,1632952,13647221,2719031
2015-04-21,4.985814094543457,1.6329525709152222,9.006872177124023,4.103793144226074,4.985814094543457,1.6447854926870784,9.006872177124023,4.103793144226074,4.884835899332519,1.6270360536052033,8.850570861260328,4.045629108179589,4.8911467294325774,1.6270360536052033,8.870108059928626,4.045629108179589,26359300,2713600,23054905,4975880
2015-04-22,4.903768539428711,1.6388691663742065,8.948258399963379,4.1716508865356445,4.985813533157191,1.6625351238946042,9.026409055118835,4.184576515238638,4.891146178705545,1.6388691663742065,8.899414007583895,4.1070244687387945,4.985813533157191,1.6507020887103119,9.026409055118835,4.113487283090291,22086997,3596192,16299231,5310655
2015-04-23,4.903768539428711,1.6388691663742065,8.948258399963379,4.1716508865356445,4.903768539428711,1.6388691663742065,8.948258399963379,4.1716508865356445,4.903768539428711,1.6388691663742065,8.948258399963379,4.1716508865356445,4.903768539428711,1.6388691663742065,8.948258399963379,4.1716508865356445,0,0,0,0
2015-04-24,4.985814094543457,1.674368143081665,9.065485000610352,4.304135799407959,4.992125626587802,1.674368143081665,9.085023131545606,4.307367206762896,4.916391453721384,1.6447856662579734,8.958028075354537,4.275053996072636,4.929013815865787,1.6625352200611045,8.967797140822164,4.304135799407959,20353133,2979432,9604724,3250051
2015-04-27,5.093103408813477,1.6862010955810547,9.15340518951416,4.291211128234863,5.105725769934368,1.6980341308647584,9.19248052173163,4.307367735563484,5.023680773620687,1.6743680602973512,9.055717324785192,4.281516904979927,5.0426139643299095,1.6802845779392028,9.085023591040942,4.287979720483218,25237580,3982664,14858163,2029069
2015-04-28,5.118348598480225,1.6625351905822754,9.026410102844238,4.278285503387451,5.168837342168285,1.6921176668814326,9.182711431297564,4.281516911143749,5.105725886100027,1.6625351905822754,9.026410102844238,4.24597228868369,5.124659428212141,1.6802846312224933,9.172943296991285,4.268591711548166,19367729,1299600,9262132,1742083
2015-04-29,5.124659538269043,1.6625351905822754,9.045948028564453,4.2815165519714355,5.1877713466648085,1.6802846312224933,9.094792425500337,4.3009045654531715,5.099414463938607,1.6625351905822754,9.016640831425292,4.239509117522745,5.137281899948196,1.6743681133930235,9.075254294074231,4.275054168430571,25833441,1934112,9761437,5633978
2015-04-30,4.916391372680664,1.6507023572921753,8.674732208251953,4.194270610809326,5.061548183976423,1.6684519129566018,8.899415137442016,4.265359848135174,4.916391372680664,1.6388694330307627,8.655194076167906,4.194270610809326,5.0552366520361165,1.6625353944017929,8.870108870945359,4.245971835098165,21597184,2705112,18366768,6565468
2015-05-01,4.916391372680664,1.6507023572921753,8.674732208251953,4.194270610809326,4.916391372680664,1.6507023572921753,8.674732208251953,4.194270610809326,4.916391372680664,1.6507023572921753,8.674732208251953,4.194270610809326,4.916391372680664,1.6507023572921753,8.674732208251953,4.194270610809326,0,0,0,0
